Sentence,Sentiment
alexandria va june -- michael g william of newburi park calif has develop a network devic,neutral
eriikka sâderstrâm has previous held sever posit in financ and control at nokia network includ act as the busi group control and have the corpor control posit at nokia siemen network,neutral
tesco sell blinkbox and broadband servic to talktalk,positive
product level have been agre with produc a long time ago so a fall in consumpt will lead to loss,negative
in lithuania oper profit rose to eur from eur in the correspond period in,positive
-star analyst joe wittin from longbow research reiter a hold rate on ntap,positive
fti breakout today after report earn last night,positive
talentum expect that the net sale of it core busi will increas in compar to,positive
the rme from telcontar enabl the handset to calcul the best rout and includ support for user-defin rout featur navig and multi-mod rout such as via foot and ferri,neutral
ani invest or invest activ to which this communic relat is onli avail to relev person and will be engag in onli with relev person,neutral
at this growth rate pay off the nation debt will be extrem pain,negative
we could be there,neutral
the statutori negoti at headquart are part of this decreas,neutral
arm slam by handset sale outlook,negative
accord to ultrascan with a softwar acquir from cracker it has manag to chang the mobil phone in a way that the phone was abl to get hold of a one-tim password sent by a bank via a text messag,neutral
finnish airlin finnair is start the temporari layoff of cabin crew in februari,neutral
order intak grew by year-on-year and year-on-year respect to eur million and eur billion for the respect january-septemb and july-septemb period,positive
profit for the period total eur mn down from eur mn in the third quarter of,negative
crhs concret bid for holcim lafarg asset,positive
adpnew - may - finnish cutleri and hand tool maker fiskar oyj abp hel fisa said today it net profit declin to eur million usd m in the first quarter of from eur million in the correspond,negative
the group also has a strong global posit in other fish categori,positive
the period-end cash and cash equival total eur m compar to eur m in the previous year,negative
manag director kari inkinen say that sponda s leas oper develop high favour,positive
finnish media compani talentum oyj s net profit decreas to mln euro mln for the first quarter of from mln euro mln for the same period of,negative
in the fourth quarter of net sale decreas to eur mn from eur mn in the fourth quarter of,neutral
the lemminkainen group headquart in helsinki finland oper in all sector of the construct industri civil engin build contract technic build servic and the build materi industri,neutral
it has branch in finland with annual revenu in finland of,neutral
also westpac is to issu a benchmark month frn deal in euro,neutral
at pm the omx helsinki index was pct lower at,negative
britain ftse fall back with ashtead commod under pressur,negative
the group own and oper a fleet of more than dwt while contain capac is teus and manag a diversifi fleet of it own railway roll stock of over unit,neutral
oper profit total eur mn up from eur - mn,positive
dilut earn per share ep fell to eur from eur,negative
neon oversold,positive
nflx i say it time to short at this point,negative
olli-pekka kallasvuo was elect as vice chairman of the board,neutral
finnish airlin finnair is start the temporari layoff of cabin crew in februari,negative
- oper profit rose by to eur million,positive
in million tonn co of eua eu allow emiss credit in eu was trade with an under market valu approx,neutral
at pm the omx helsinki was pct lower at and the omx helsinki was down pct at on volum of mln eur,negative
oper profit for the three-month period increas from eur m while revenu increas from eur m as compar to the correspond period in,positive
for the fiscal year end septemb the revenu from these custom was million or around of the transport group s revenu,neutral
espn file lawsuit against verizon - vz,negative
finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report it net sale total eur mn in the first half of down from eur mn in the first half of,neutral
rapala vmc corpor rapala is a finland-bas compani engag in the manufactur and distribut of fish equip and accessori,neutral
